ID,Tipo,SKU,GTIN,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas
11,simple,SKU-0011,,CARGADOR DOBLE USB A CABLE TIPO C,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto CARGADOR DOBLE USB A CABLE TIPO C de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,11,
12,simple,SKU-0012,,CARGADOR DOBLE USB A CABLE MICRO,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto CARGADOR DOBLE USB A CABLE MICRO de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,12,
13,simple,SKU-0013,,CABLE USB A TIPO C,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto CABLE USB A TIPO C de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,13,
14,simple,SKU-0014,,CABLE USB A MICRO SOLARES USB,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto CABLE USB A MICRO SOLARES USB de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,14,
15,simple,SKU-0015,,PILAS AAx4,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto PILAS AAx4 de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,15,
16,simple,SKU-0016,,PILAS AAAx4,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto PILAS AAAx4 de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,16,
17,simple,SKU-0017,,BOMBILLA ESFERICA MATE 250V,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto BOMBILLA ESFERICA MATE 250V de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,17,
18,simple,SKU-0018,,PILA BATERIA 12V,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto PILA BATERIA 12V de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,18,
19,simple,SKU-0019,,PILA Cx2,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto PILA Cx2 de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,19,
20,simple,SKU-0020,,MOCHILA GRANDE,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto MOCHILA GRANDE de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,20,
21,simple,SKU-0021,,MOCHILA JURASIC PARK,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto MOCHILA JURASIC PARK de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,21,
22,simple,SKU-0022,,MOCHILA PIKACHU,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto MOCHILA PIKACHU de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,22,
23,simple,SKU-0023,,MOCHILA PIKACHU MEDIANA,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto MOCHILA PIKACHU MEDIANA de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,23,
24,simple,SKU-0024,,CABLE FAT TIPO C,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto CABLE FAT TIPO C de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,24,
25,simple,SKU-0025,,ANILLOS,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto ANILLOS de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,25,
26,simple,SKU-0026,,PULSERA,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto PULSERA de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,26,
27,simple,SKU-0027,,PENDIENTES,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto PENDIENTES de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,27,
28,simple,SKU-0028,,CONJUNTO BISUTERIA,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto CONJUNTO BISUTERIA de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,28,
29,simple,SKU-0029,,CESTAS,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto CESTAS de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,29,
30,simple,SKU-0030,,CESTA M&M,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto CESTA M&M de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,30,
31,simple,SKU-0031,,MINI ALTAVOZ,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto MINI ALTAVOZ de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,31,
32,simple,SKU-0032,,AURICULARES BLUETOOTH,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto AURICULARES BLUETOOTH de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,32,
33,simple,SKU-0033,,SMARTWATCH,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto SMARTWATCH de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,33,
34,simple,SKU-0034,,RADIO DAEWOO,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto RADIO DAEWOO de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,34,
35,simple,SKU-0035,,WIRELESS HEADSET OREJAS GATO,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto WIRELESS HEADSET OREJAS GATO de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,35,
36,simple,SKU-0036,,AURICULARES INFANTIL,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto AURICULARES INFANTIL de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,36,
37,simple,SKU-0037,,ESTUCHE JURASIC WORLD,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto ESTUCHE JURASIC WORLD de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,37,
38,simple,SKU-0038,,AURICULARES INALÁMBRICO M3-EPIZ1,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto AURICULARES INALÁMBRICO M3-EPIZ1 de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,38,
39,simple,SKU-0039,,MICROFONO KARAOKE,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto MICROFONO KARAOKE de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,39,
40,simple,SKU-0040,,PALO SELFIE,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto PALO SELFIE de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,40,
41,simple,SKU-0041,,WIRELESS HEADSET P47,1,0,visible,Producto de la categoría TECNOLOGÍA,Producto WIRELESS HEADSET P47 de la categoría TECNOLOGÍA,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,TECNOLOGÍA,tecnología,,,,,,,,,,,41,
42,simple,SKU-0042,,RON MEDELLIN,1,0,visible,Producto de la categoría ALCOHOL,Producto RON MEDELLIN de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,42,
43,simple,SKU-0043,,BAILEYS,1,0,visible,Producto de la categoría ALCOHOL,Producto BAILEYS de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,43,
44,simple,SKU-0044,,JOHNNIE WALKER BLACK LABEL,1,0,visible,Producto de la categoría ALCOHOL,Producto JOHNNIE WALKER BLACK LABEL de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,44,
45,simple,SKU-0045,,PUERTO DE INDIAS,1,0,visible,Producto de la categoría ALCOHOL,Producto PUERTO DE INDIAS de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,45,
46,simple,SKU-0046,,JB,1,0,visible,Producto de la categoría ALCOHOL,Producto JB de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,46,
47,simple,SKU-0047,,DER MEISTER,1,0,visible,Producto de la categoría ALCOHOL,Producto DER MEISTER de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,47,
48,simple,SKU-0048,,SMIRNOFF,1,0,visible,Producto de la categoría ALCOHOL,Producto SMIRNOFF de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,48,
49,simple,SKU-0049,,RON AREHUCAS CARTA ORO,1,0,visible,Producto de la categoría ALCOHOL,Producto RON AREHUCAS CARTA ORO de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,49,
50,simple,SKU-0050,,RON AREHUCAS CARTA BLANCA,1,0,visible,Producto de la categoría ALCOHOL,Producto RON AREHUCAS CARTA BLANCA de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,50,
51,simple,SKU-0051,,RON ALDEA,1,0,visible,Producto de la categoría ALCOHOL,Producto RON ALDEA de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,51,
52,simple,SKU-0052,,GUAJIRO,1,0,visible,Producto de la categoría ALCOHOL,Producto GUAJIRO de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,52,
53,simple,SKU-0053,,JOHNNIE WALKER RED LABEL,1,0,visible,Producto de la categoría ALCOHOL,Producto JOHNNIE WALKER RED LABEL de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,53,
54,simple,SKU-0054,,BEEFEATER,1,0,visible,Producto de la categoría ALCOHOL,Producto BEEFEATER de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,54,
55,simple,SKU-0055,,LICOR CON TEQUILA MAXICA,1,0,visible,Producto de la categoría ALCOHOL,Producto LICOR CON TEQUILA MAXICA de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,55,
56,simple,SKU-0056,,MOSKOVSKAYA,1,0,visible,Producto de la categoría ALCOHOL,Producto MOSKOVSKAYA de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,56,
57,simple,SKU-0057,,AMPERSAND,1,0,visible,Producto de la categoría ALCOHOL,Producto AMPERSAND de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,57,
58,simple,SKU-0058,,ROM BARTEMI,1,0,visible,Producto de la categoría ALCOHOL,Producto ROM BARTEMI de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,58,
59,simple,SKU-0059,,SIERRA,1,0,visible,Producto de la categoría ALCOHOL,Producto SIERRA de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,59,
60,simple,SKU-0060,,RON AREHUCA  CARTA BLANCA 35CL,1,0,visible,Producto de la categoría ALCOHOL,Producto RON AREHUCA  CARTA BLANCA 35CL de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,60,
61,simple,SKU-0061,,RON AREHUCA CARTA DORADA 35CL,1,0,visible,Producto de la categoría ALCOHOL,Producto RON AREHUCA CARTA DORADA 35CL de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,61,
62,simple,SKU-0062,,PUERTO INDIAS PETACA,1,0,visible,Producto de la categoría ALCOHOL,Producto PUERTO INDIAS PETACA de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,62,
63,simple,SKU-0063,,PETACA JOHNNIE WALKER RED LABEL,1,0,visible,Producto de la categoría ALCOHOL,Producto PETACA JOHNNIE WALKER RED LABEL de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,63,
64,simple,SKU-0064,,WHISKY REBEL MONKEY,1,0,visible,Producto de la categoría ALCOHOL,Producto WHISKY REBEL MONKEY de la categoría ALCOHOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ALCOHOL,alcohol,,,,,,,,,,,64,
65,simple,SKU-0065,,FILIPINOS LOTUS,1,0,visible,Producto de la categoría ESTANTERIA NORTEÑO,Producto FILIPINOS LOTUS de la categoría ESTANTERIA NORTEÑO,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA NORTEÑO,estanteria-norteño,,,,,,,,,,,65,
66,simple,SKU-0066,,GLOBOS,1,0,visible,Producto de la categoría ESTANTERIA NORTEÑO,Producto GLOBOS de la categoría ESTANTERIA NORTEÑO,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA NORTEÑO,estanteria-norteño,,,,,,,,,,,66,
67,simple,SKU-0067,,NOCILLA CHOCO MIX,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto NOCILLA CHOCO MIX de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,67,
68,simple,SKU-0068,,BENIMAR TOMATE TRITURADO,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto BENIMAR TOMATE TRITURADO de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,68,
69,simple,SKU-0069,,HELLMANNS MAYONESA,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto HELLMANNS MAYONESA de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,69,
70,simple,SKU-0070,,"TPMATE NATURAL, ACEITE Y AJO",1,0,visible,Producto de la categoría ESTANTERIA LATAS,"Producto TPMATE NATURAL, ACEITE Y AJO de la categoría ESTANTERIA LATAS",,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,70,
71,simple,SKU-0071,,TOMATE NATURAL Y ACEITE,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto TOMATE NATURAL Y ACEITE de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,71,
72,simple,SKU-0072,,LEHE CONDENSADA,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto LEHE CONDENSADA de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,72,
73,simple,SKU-0073,,AVECREM POLLO,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto AVECREM POLLO de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,73,
74,simple,SKU-0074,,CARRETILLA  PASTA CON JAMON,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto CARRETILLA  PASTA CON JAMON de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,74,
75,simple,SKU-0075,,CARRETILLA ENSALADA LIGERA,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto CARRETILLA ENSALADA LIGERA de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,75,
76,simple,SKU-0076,,BE PLUS MELOCOTON MANZANA PERA,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto BE PLUS MELOCOTON MANZANA PERA de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,76,
77,simple,SKU-0077,,BE PLUS MANZANA,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto BE PLUS MANZANA de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,77,
78,simple,SKU-0078,,BE PLUS NATILLAS,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto BE PLUS NATILLAS de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,78,
79,simple,SKU-0079,,BE PLUS VERDURASmCON TERNERA,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto BE PLUS VERDURASmCON TERNERA de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,79,
80,simple,SKU-0080,,BE PLUS POLLO CON ARROZ,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto BE PLUS POLLO CON ARROZ de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,80,
81,simple,SKU-0081,,DON SIMON PIÑA Y COCO,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto DON SIMON PIÑA Y COCO de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,81,
82,simple,SKU-0082,,DON SIMON LIMON Y FRAMBUESA,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto DON SIMON LIMON Y FRAMBUESA de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,82,
83,simple,SKU-0083,,DON SIMON LIMONADA,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto DON SIMON LIMONADA de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,83,
84,simple,SKU-0084,,DON SIMON MELOCOTON,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto DON SIMON MELOCOTON de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,84,
85,simple,SKU-0085,,DON SIMON MANGO,1,0,visible,Producto de la categoría ESTANTERIA LATAS,Producto DON SIMON MANGO de la categoría ESTANTERIA LATAS,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA LATAS,estanteria-latas,,,,,,,,,,,85,
86,simple,SKU-0086,,COOKIES CREAM NOCILLA,1,0,visible,Producto de la categoría ESTANTERIA DULCESOL,Producto COOKIES CREAM NOCILLA de la categoría ESTANTERIA DULCESOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA DULCESOL,estanteria-dulcesol,,,,,,,,,,,86,
87,simple,SKU-0087,,COLACAO BAÑADAS MINI,1,0,visible,Producto de la categoría ESTANTERIA DULCESOL,Producto COLACAO BAÑADAS MINI de la categoría ESTANTERIA DULCESOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA DULCESOL,estanteria-dulcesol,,,,,,,,,,,87,
88,simple,SKU-0088,,VULCANITO DE AVELLANA,1,0,visible,Producto de la categoría ESTANTERIA DULCESOL,Producto VULCANITO DE AVELLANA de la categoría ESTANTERIA DULCESOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA DULCESOL,estanteria-dulcesol,,,,,,,,,,,88,
89,simple,SKU-0089,,TRIANGULOS DE CREMA,1,0,visible,Producto de la categoría ESTANTERIA DULCESOL,Producto TRIANGULOS DE CREMA de la categoría ESTANTERIA DULCESOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA DULCESOL,estanteria-dulcesol,,,,,,,,,,,89,
90,simple,SKU-0090,,MANJUS,1,0,visible,Producto de la categoría ESTANTERIA DULCESOL,Producto MANJUS de la categoría ESTANTERIA DULCESOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA DULCESOL,estanteria-dulcesol,,,,,,,,,,,90,
91,simple,SKU-0091,,MIGUELITOS RELLENOS DE CREMA,1,0,visible,Producto de la categoría ESTANTERIA DULCESOL,Producto MIGUELITOS RELLENOS DE CREMA de la categoría ESTANTERIA DULCESOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA DULCESOL,estanteria-dulcesol,,,,,,,,,,,91,
92,simple,SKU-0092,,MINI BROWN'S RELLENOS SABOR NATA,1,0,visible,Producto de la categoría ESTANTERIA DULCESOL,Producto MINI BROWN'S RELLENOS SABOR NATA de la categoría ESTANTERIA DULCESOL,,,taxable,standard,1,100,5,0,0,,,,,1,,,0,ESTANTERIA DULCESOL,estanteria-dulcesol,,,,,,,,,,,92,
